file,participant,condition,conflict_text,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
1b,452,control,I wanted to go on a trip to Mexico. I would be travelling alone and meeting people there. I thought that since I was 18 I should be allowed to make my own decisions. My mom believed that I was still too young. She said I shouldn't go for safety reasons.,51,17.96,16.34,91.95,25.77,10.2,15.69,92.16,58.82,23.53,19.61,17.65,0,0,1.96,0,3.92,1.96,11.76,13.73,5.88,1.96,1.96,27.45,3.92,0,0,1.96,0,3.92,1.96,1.96,0,0,1.96,9.8,1.96,0,3.92,0,21.57,7.84,7.84,7.84,0,0,0,1.96,0,1.96,0,0,0,0,0,0,3.92,0,0,1.96,0,1.96,9.8,9.8,0,13.73,5.88,1.96,5.88,1.96,0,0,0,0,0,0,0,0,0,0,0,11.76,9.8,0,0,0,0,0,0,0,1.96,0,0
1b,455,control,"My roommate had many issues with me. The way that I left the kitchen was only one of them, but it was the one that he pointed out. He didn't approve of a romantic relationship of mine, and we had talked about it, but nothing really resolved. To some degree I agreed that I wasn't behaving in the way that I should have and so I started making changes. In the meantime he disconnected from me, but still pointed out the errors in house cleaning and upon a later conversation I found out that he was still resentful about past issues.",101,35.39,21.41,94.67,79.81,20.2,16.83,92.08,66.34,22.77,15.84,9.9,0.99,0,3.96,0.99,6.93,7.92,14.85,8.91,6.93,6.93,2.97,14.85,0.99,0.99,0,1.98,1.98,4.95,3.96,0.99,0,0.99,0,9.9,0,0.99,0,3.96,12.87,1.98,1.98,0.99,0.99,0.99,5.94,0,0,0,0,0.99,0,0,0,0.99,6.93,4.95,0.99,0.99,0,0,11.88,0.99,0,17.82,0.99,10.89,5.94,0,0,2.97,0,0,0,0,0,0,0,0,0,10.89,4.95,3.96,0,0,0,0,0,0,1.98,0,0
1b,466,control,"My two friends live in an apartment in Eugene, I was suppose to move in as well but I ended up staying home because of the pandemic. I wanted to visit them before we start the fall term so I saved up my money and planned a trip and I told my two friends the date I was coming and leaving and how long I would stay. One of my friends was actually in Washington and did not come till the 4th day and I was only going to be there for 7 days. All three of us spent only a couple of hours together but then my friend that in Washington had two of her home friends come over. They ended up staying 2 more days and I did not get to hang out with her basically the whole time I was there. I was really upset because I had not seen her since we had to leave the dorms in March. It was now September and I told when I was coming and how long and it didnt seem like she cared that this was gonna be the only time I could visit in awhile. She was with her friends from home the whole time who she has seen the whole time because they all live in Oregon. She did not seem to care that I came. I was upset that she did not see where I was coming from when I confronted her about my feelings on the day I was leaving.",255,27.15,34.73,98.73,25.77,25.5,9.41,96.47,63.92,19.61,16.47,10.2,1.18,0,3.92,1.18,3.14,5.1,14.12,10.2,7.06,9.02,2.35,24.31,1.96,1.57,2.35,2.75,2.75,2.35,1.18,1.18,0.78,0.39,0,11.37,0,2.75,3.92,0,9.8,1.18,2.35,1.18,1.18,0.78,3.92,1.57,1.18,0,0.39,0.78,0,0.78,0,0,6.27,3.92,0.39,1.57,0.39,0,12.16,7.45,2.35,24.31,7.84,8.24,9.41,0.39,0,1.96,0.78,0,0,0.78,0,0.39,0,0.39,0,4.31,3.92,0.39,0,0,0,0,0,0,0,0,0
1b,469,control,I was having a debate with a friend. This debate was our opinions on Affirmative Action and its pros and cons. I was against how it is currently set up but he was for it. I claimed that it shouldn't be a thing initially because I didn't like the classification by race. He said that it helped people that needed help. I responded by proposing the idea that it should be based off of economic class instead of race. He didn't like this idea regardless of it being what he wanted.,91,14.74,50,3.23,67.32,13,17.58,89.01,65.93,27.47,10.99,5.49,1.1,0,4.4,0,16.48,5.49,12.09,14.29,2.2,5.49,3.3,19.78,0,0,2.2,0,0,2.2,2.2,0,0,0,0,13.19,0,1.1,0,4.4,16.48,2.2,3.3,5.49,0,0,5.49,1.1,0,1.1,0,0,0,0,0,0,4.4,3.3,0,2.2,0,0,10.99,4.4,0,6.59,1.1,3.3,2.2,2.2,0,0,1.1,0,0,0,0,0,0,0,0,13.19,7.69,0,0,0,0,0,0,0,5.49,0,0
1b,500,control,"Came out to multiple chosen family members. They are very religious christians and simply put, they did not accept me for being gay. I tried to convince them that it was possible for christians to entirely accept queer people, but they refused. They believed that it was God's word that being gay was a sin. Over several months I continued to try and bring them to how looked at the relationship between religion and queer identity. And they still refused to accept me. Eventually I gave up and moved on.",90,41.99,74.76,87.07,67.75,12.86,20,96.67,57.78,18.89,13.33,5.56,0,0,0,7.78,5.56,2.22,15.56,7.78,5.56,7.78,1.11,21.11,2.22,0,1.11,0,3.33,4.44,3.33,1.11,0,0,0,15.56,1.11,0,0,0,12.22,5.56,1.11,0,2.22,1.11,2.22,1.11,1.11,0,0,4.44,0,0,4.44,0,11.11,3.33,2.22,5.56,0,0,11.11,3.33,1.11,14.44,4.44,5.56,4.44,0,1.11,1.11,0,6.67,0,0,0,0,0,0,0,11.11,7.78,2.22,0,0,0,0,0,0,1.11,0,0
1b,510,control,"I met new people through a club I was in. I began to spend lots of time with them. I wasnt spending as much time with my old friends. Old friends were upset I was alienating them. they reached out about their grief. I unfortunately shouldered this request to give them time of day. this upset them further. eventually I had to dace the music and talk to them about it. most of the conflict ended well, but im not friends with many of them anymore. I am still very close with those I met in the club.",98,53.18,54.08,96.16,1.53,9.8,14.29,95.92,61.22,24.49,19.39,11.22,0,0,0,8.16,5.1,4.08,19.39,7.14,6.12,3.06,2.04,14.29,6.12,3.06,0,0,4.08,5.1,1.02,4.08,2.04,0,1.02,17.35,0,3.06,0,0,5.1,0,0,0,2.04,0,3.06,1.02,0,1.02,0,1.02,1.02,0,0,0,8.16,7.14,0,1.02,0,0,9.18,5.1,1.02,17.35,0,5.1,12.24,0,3.06,0,2.04,0,1.02,1.02,0,0,0,1.02,0,11.22,10.2,1.02,0,0,0,0,0,0,0,0,0
1b,512,control,"My room is very messy but I do not have space to put everything. When I went to college my mom took over my dresser and shelves as a spare closet. I have bins with clothes but it looks very messy and there is not a great solution to cleaning it up since there is nowhere to put anything. I moved some of her things into the laundry room so I could have a shelf, but she did not like that very much. I had to do what I could to make room for my stuff.",95,17.31,5.73,89.18,25.77,19,12.63,94.74,68.42,22.11,13.68,11.58,0,0,2.11,0,8.42,4.21,14.74,11.58,7.37,8.42,3.16,20,4.21,1.05,2.11,0,2.11,4.21,2.11,2.11,0,0,0,4.21,1.05,0,3.16,0,14.74,1.05,3.16,2.11,2.11,2.11,5.26,1.05,1.05,0,0,1.05,1.05,0,0,0,5.26,0,1.05,2.11,2.11,0,4.21,10.53,0,14.74,4.21,8.42,2.11,1.05,0,6.32,0,0,0,0,0,0,0,0,0,6.32,5.26,1.05,0,0,0,0,0,0,0,0,0
1b,513,control,I was frustrated with my family. I wanted to leave and come back to eugene. My dad was coming home while i was leaving. We got into an argument and he was mad I was leaving. It was because I didn't say much about leaving and was in a frustrated mood. we yelled at eachother and then I left.,59,14.04,43.26,98.35,1,9.83,13.56,96.61,62.71,20.34,18.64,13.56,3.39,0,1.69,0,1.69,3.39,11.86,13.56,3.39,11.86,1.69,32.2,0,0,0,0,1.69,10.17,0,8.47,0,8.47,0,11.86,3.39,0,0,3.39,5.08,0,1.69,1.69,0,0,1.69,3.39,0,3.39,0,0,0,0,0,0,6.78,5.08,0,0,1.69,0,20.34,5.08,3.39,22.03,10.17,8.47,5.08,0,1.69,3.39,0,0,0,0,0,0,0,0,0,11.86,10.17,0,0,0,0,0,0,0,1.69,0,0
1b,520,control,"I went to pick up food from a restaurant with friends. Before I went to the restaurant I asked her, do you want food? she said no. I said okay im going to go to the restaurant. Once I am at the restaurant she texts me and asks to bring her food. I buy her food and eat my food with my friends at the restaurant. She was upset I didn't bring the food home to eat with her, and she was mad I ate at the restaurant. I thought that since I had told her and invited her before, and my original plan was to sit down and eat with my friends that it wouldn't be big deal. I didn't understand why she was so hurt, and I didn't think what I did was wrong. If there had been a clear communication she wanted me to bring her food and eat it with her I would have. But there was no reason to be angry.",166,21.96,33.65,27.82,6.02,15.09,9.04,98.19,65.06,24.7,21.69,12.65,0,0.6,8.43,0,3.01,4.82,13.86,12.65,2.41,6.63,3.61,27.11,4.82,1.2,1.2,0.6,0,4.22,1.2,3.01,0.6,1.2,0.6,14.46,0,1.81,8.43,0,10.24,2.41,2.41,3.01,0.6,0.6,3.01,2.41,0.6,1.2,0.6,10.84,0,0,0,10.84,5.42,2.41,0.6,1.81,0,0.6,12.65,12.05,1.2,10.84,4.22,4.22,2.41,0,3.61,0.6,0.6,0,0,0.6,0,0,0.6,0,0,11.45,6.02,2.41,0,0,0.6,0,0,0,2.41,0,0
1b,527,control,"I got home from work one day. My family was at the dinner table already. I did not say hi to anyone, I just came and sat down. Dinner ensued like normal, except I noticed my dad was bothered by something. He acted as if I were not there when I would speak to him. He spoke to others about me, but would not speak to me. My mom wanted me to say hello to him. At this point, I did not want to. His actions, his immaturity, motivated me to rebel. If he simply asked me, or mentioned he was upset by my not saying hi, I would have conformed.",111,16.32,18.38,65.7,2.3,11.1,8.11,95.5,65.77,26.13,22.52,15.32,0,0,7.21,0,3.6,0.9,16.22,9.01,5.41,6.31,4.5,20.72,2.7,1.8,0.9,0.9,0,2.7,0,2.7,0.9,1.8,0,20.72,2.7,0,0.9,8.11,18.92,2.7,0.9,6.31,4.5,0,9.91,5.41,0,5.41,0,1.8,0,0,0,1.8,8.11,3.6,1.8,1.8,0.9,0,12.61,6.31,0,9.01,1.8,3.6,3.6,1.8,0.9,1.8,0,0,0,0,0,0,0,0,0,16.22,9.01,7.21,0,0,0,0,0,0,0,0,0
1b,542,control,Over the summer one year I was hanging out with my ex girlfriend because we had never really had a friendship before we dated. one day she decided to drink when we were hanging out. she made me join even though I was not overly comfortable but I went with. Her parents found out about what had occurred and made it so I could not talk to or see my ex anymore. I was the older of the two of us and I should've put my foot down and put a stop to it instead of going along with it.,100,27.2,34.44,97.69,44.04,20,12,97,68,22,17,10,4,0,3,0,5,5,17,9,8,9,3,19,3,2,2,3,0,1,1,0,0,0,0,12,1,1,3,0,15,2,3,2,1,1,7,1,1,0,0,2,1,0,0,1,10,7,0,2,0,1,13,3,1,19,4,5,10,0,3,0,0,0,0,2,0,0,0,0,0,6,5,0,0,0,0,0,0,0,1,0,0
1b,543,control,"we were roommates freshman year of college. in hindsight she really was a toxic friend and not someone i wanted in my life anymore. after i got injured i decided maybe it was best if i didn't reach out to her anymore, plus i really couldn't since i was high off pain medications. eventually she never reached out anyway which was frustrating because i still thought she was a friend who cared about me. Instead the only times she reached out was to tell me that I should try and get a different room and not room with her for the spring term. I took that as a rude response since it was so out of the blue and something we had never talked about. I definitely didn't reach out again after that. a few months later she texts me asking why i've been such a bad friend and gaslighting me saying that she deserved a better friend. i told her that i actually expected her to reach out. i was injured and couldn't walk. when she had her surgery i was there for her and this whole time post-op she was never there for me. a lot of other things went down and words were said and we decided to end communication.",214,10.78,37.18,73.49,25.77,17.83,14.49,95.33,68.69,25.23,17.76,9.81,1.4,0,6.54,0,7.48,5.14,13.55,9.81,10.28,7.01,4.21,17.76,5.14,3.27,1.87,0,1.4,3.74,1.87,1.87,0,0.93,0,14.49,0,2.34,6.54,0,15.42,1.4,2.34,2.8,2.8,1.87,5.14,1.87,0.47,0.93,0.47,3.27,0.93,3.27,0,0,9.35,4.21,1.4,1.87,2.8,0.47,12.62,2.34,0.93,17.76,0.93,6.54,9.81,0.93,0,1.4,0,0,0,0.93,0,0.47,0,0,0.47,8.88,5.61,0.47,0,0,0,0,0.47,0,2.34,0,0
1b,547,control,"I myself am a huge Marvel fan and do a whole lot of research, readings and viewings. Whereas, one of my friends is a die hard DC fan who also does just as much research into the DC Universe. We were a conversation like normal and we were talking about our favorite heroes in each universe. My favorite hero of all time being Spider-man, I have many opinions involvings the different actors and portrayals of Spider-man, but so does my friend. This was a heated argument about who is best and why. He does bring up some good points but I did have more supporting arguments to back my opinions and research. There are a lot of morals that are followed by all of comic characters who are Spider characters, like Peter Parker, Miles Morales, and Spider Gwen. But they do all have very strong moral codes because of the way their lives played out before they got their powers, and pat of my arguments were that in real life we always try to live by these same codes or at least I do.  .",186,47.13,70.47,26.35,83.22,23.25,14.52,86.56,54.3,13.98,10.22,5.38,2.15,0,0.54,2.15,3.76,4.84,12.9,11.29,4.84,9.14,0,16.13,6.45,4.84,2.15,0.54,6.45,6.45,4.84,1.61,0,1.61,0,11.83,0,1.08,0,1.61,8.6,0,1.08,0,2.69,2.15,3.23,1.08,0.54,0,0.54,1.61,0,1.61,0,0,8.06,3.76,1.08,2.69,1.61,0,4.3,10.75,0,9.14,1.08,6.45,2.15,1.61,1.61,0,0,1.08,0.54,0,0,0,0,0,0,10.22,4.84,4.3,0,0,0,0,1.08,0,0,0,0
1b,568,control,"My best friend and I disagreed about whether or not I should go to a club meeting with them. They really wanted me to join the club and I said no. They said it would be good for me, that they wanted me to meet their other friends etc. I said that I didn't really feel like going and that the club in particular wasn't really my thing. I said that they shouldn't try and force me to do things I didn't want to do. They said that I should do it to be a good friend and be there for them. I pointed out that I was a good friend and was there for them, that I just didn't want to do this particular thing. They kept insisting anyways. I eventually ended up going to one meeting to make them happy. I did not end up joining the club.",150,6.85,14.3,60.95,75.29,15,8.67,98,70.67,29.33,20,12.67,0,0,0,7.33,9.33,4,12.67,12,6,5.33,5.33,25.33,2.67,2.67,0.67,0.67,0,4,3.33,0.67,0,0,0,15.33,0,2.67,0,0,16,0.67,1.33,5.33,1.33,0,8,4,0,3.33,0.67,0,0,0,0,0,12.67,7.33,1.33,2.67,2.67,0,10.67,10,2,6.67,2,2.67,2,1.33,2.67,0,0,0,0,0.67,0,0,0,0,0.67,11.33,6.67,1.33,0,0,0,0,0,0,3.33,0,0
1b,570,control,"One of my roommates works at night. And I thought that after work my roommates and I could pick her up and drive her home. I thought this should happen because at the time I also worked late at night. And it was creepy walking home at night. Especially since there was a stretch where there was no light. But one day she talked to me and said that she would prefer it if she could walk home after work. I then thought maybe we should compromise. I thought she could text us when she left work and was on her way. So that I would know that she was safe, and she could still walk home. But she didn't want to do that.",124,3.03,59.56,49.78,40.25,12.4,8.87,98.39,66.13,25,18.55,8.06,1.61,0,8.87,0,6.45,1.61,9.68,12.1,7.26,12.1,1.61,25,3.23,1.61,1.61,1.61,0,0.81,0.81,0,0,0,0,13.71,0,1.61,8.87,0,19.35,4.84,2.42,8.87,1.61,0.81,3.23,1.61,0.81,0.81,0,0,0,0,0,0,9.68,4.03,4.03,0.81,0,0.81,8.06,8.87,0.81,22.58,3.23,9.68,9.68,4.03,0,4.84,0,0,0,0,0,0,0,0,0,9.68,8.06,0.81,0,0,0,0,0,0,0.81,0,0
1b,572,control,My roommate and I were cooking and I was grating cheese. I was cutting a piece off of the cheese block on a plate and my roommate was telling me to use a cutting board. I didn't really care about using a cutting board because I thought there would be no harm done to the plate. She kept insisting I would break the plate. I ended up getting a cutting board to end the discussion.,75,62.61,11.52,69.14,50.67,15,18.67,84,58.67,14.67,14.67,13.33,0,0,1.33,0,0,12,10.67,12,4,5.33,2.67,22.67,0,0,0,0,1.33,4,2.67,1.33,0,0,0,6.67,0,2.67,1.33,0,10.67,1.33,4,2.67,0,0,2.67,0,0,0,0,4,0,0,0,4,5.33,2.67,0,1.33,1.33,0,10.67,4,0,10.67,0,6.67,2.67,0,1.33,2.67,0,0,0,0,0,0,0,0,0,8,6.67,0,0,0,0,0,0,0,1.33,0,0
1b,574,control,"Me and my track coach were at odds about something we had going on with the track team. I had the leadership role on the team and was the most experienced vaulter on the team, so I felt I had standing to make choices for the team but my coach disagreed with me. This was something we argued about for a week before the year ended, and he ended up winning but I still think I was right.",78,67.61,55.09,98.01,9.85,26,11.54,93.59,64.1,19.23,15.38,11.54,2.56,0,1.28,0,3.85,10.26,16.67,8.97,5.13,7.69,0,16.67,2.56,2.56,0,0,1.28,3.85,1.28,2.56,0,1.28,0,12.82,0,0,0,1.28,11.54,3.85,1.28,0,3.85,0,2.56,2.56,0,0,1.28,0,0,0,0,0,14.1,7.69,7.69,6.41,1.28,0,12.82,2.56,1.28,16.67,1.28,7.69,7.69,6.41,7.69,0,0,0,0,0,0,0,0,0,0,6.41,3.85,2.56,0,0,0,0,0,0,0,0,0
1b,575,control,I used to work at a Donut Shop and I ended up in the hospital. My mom had to call my work place and tell them that I was unable to come in for a while. My boss then came up with the idea that I was on vacation and not in the hospital. This really angered me that my boss did not believe me.,65,60.1,4.55,99,7.8,16.25,7.69,98.46,69.23,23.08,16.92,15.38,0,0,0,1.54,6.15,7.69,18.46,7.69,1.54,7.69,3.08,15.38,0,0,0,0,0,1.54,0,1.54,0,1.54,0,6.15,1.54,0,1.54,0,9.23,3.08,1.54,0,0,0,4.62,0,0,0,0,3.08,0,3.08,0,0,10.77,0,4.62,6.15,0,0,10.77,7.69,1.54,20,3.08,12.31,4.62,6.15,3.08,0,1.54,0,0,0,0,0,0,0,0,6.15,6.15,0,0,0,0,0,0,0,0,0,0
1b,589,control,"A family member and I were discussing people in places of privilege standing up to their friends/peers when the friends/peers were saying discriminatory, gross things about marginalized groups. My family member had been telling another two family members and I about a friend they used to have who said really inappropriate things about women. I said that in situations like that, people have to call out their friends because they are in a situation of power and safety and influence. My family member said that they agreed but worried that it didn't make a difference in the peer's actions. I care a lot about social issues and civil rights, so I reiterated how important it is to do so anyway and talked about privilege and discrimination for a moment. My family members thought I was saying that they hadn't stuck up for marginalized groups when they had. It was a misunderstanding where we basically agreed but they thought that I thought they hadn't spoken up to their friend, and thought that by elaborating on my opinion, I was attacking them and their character. I cried because I had not said anything bad about them, I had only expressed (in agreement with their points) the importance of what I thought, and it had been received as criticism when it was really an agreement. I felt hurt that the family member had assumed I was attacking them when all I had done in my eyes was continue adding to the conversation in a respectful way.  My family member was hurt because they thought I was criticizing them. We ended up figuring out that we were in agreement, and worked it out.",281,21.98,85.72,70.32,38.42,25.55,19.22,94.31,61.57,22.42,14.95,7.83,1.07,0,0,6.05,7.47,4.98,13.17,10.32,6.76,8.54,1.42,18.86,1.78,1.07,2.85,0.36,2.14,7.83,4.27,3.56,0.36,1.42,1.07,21.35,2.49,1.78,0.36,0,10.68,3.56,2.49,0,2.14,0.36,2.49,3.91,0.36,2.49,1.07,0.71,0.36,0,0,0.36,15.3,9.25,0.71,4.27,0.36,0.71,12.81,2.85,0,10.32,0.71,7.12,2.85,0.36,2.85,2.49,0,0,0,0.36,0,0,0,0,0.36,9.61,3.91,2.85,0,0,0,0,0,0,1.42,0.71,0.71
1b,590,control,"I was in disagreement with my sister about wether or not our younger sister was copying all that she was doing. It was not a major argument but my sister and I were in disagreement if she was copying or not. I said that she was not and because she was the youngest, and she spend the most time with her, she would absorb habits and mannerisms that she would see. But my sister would disagree with this and say that the youngest would only cry """"everything"""" that she did only to spite and annoy her. I can see where she was coming from though since I know for a fact that she would also copy what I did since I am the oldest. My two sisters and myself have been living in the same household for our whole lives (up until I moved out to live here on campus) so it is only natural for my siblings to pick up not only my mannerisms but also from eachother. She did eventually somewhat understand my point of view but she was still firm on the idea that the youngest was only doing it to annoy her. This issues has occurred a few times however but every time I keep telling her the same thing that its because she is still young and learning about the world. As humans when we are young, we tend to pick up what we see from others and integrate it into our own lives.",249,9.39,54.79,33.68,1.26,27.67,11.24,93.98,69.48,24.1,16.06,6.83,2.41,0,6.83,0,8.03,4.82,12.45,11.65,7.63,10.84,2.01,19.68,5.22,3.61,1.61,0.4,2.41,3.21,0,3.21,0,1.61,0.4,14.06,2.41,0,8.84,0,14.86,1.61,2.41,2.41,2.01,1.61,6.43,2.41,1.61,0.8,0,1.61,0,1.61,0,0,6.02,4.82,0,1.2,0,0,6.83,8.43,0.8,12.85,0.8,5.22,6.83,0.8,0,0.4,0.4,0,0,0,0,0,0,0,0,7.23,3.61,1.2,0,0,0,0,0,1.61,0,0.8,0
1b,591,control,"At one point when I was a teenager I had made plans to play a particular event in a game with a few online friends I had made. I had communicated to them quite clearly that I would be present for the event. However, my mom sprung unexpected plans to go to dinner during that time. I got annoyed at having to break my promise. But she had made the plans with other people, so not going wasn't really an option. A small argument ensued that involved my arguing that I had made my plans first and her arguing that her plans were more important in the moment. I was particularly annoyed because I am relatively socially anxious and these were the first online friends I had ever made and this was my first major commitment to doing something with others on my own time. Although I didn't tell her this for much the same reasons. However, being as I do not like conflict and prefer to avoid it, I backed down before the situation escalated. We went to dinner thereafter.",180,34.42,25.24,87.07,6.91,18,17.78,93.89,60,20.56,13.89,10.56,0.56,0,2.22,0.56,6.67,6.67,12.22,10.56,5.56,6.67,1.67,16.11,5,2.78,0.56,2.22,1.67,6.11,2.22,3.89,1.11,2.78,0,10.56,0.56,1.11,2.78,0,15,1.11,3.89,1.11,1.67,2.78,5.56,0,0,0,0,1.11,0,0,0,1.11,11.11,3.33,4.44,2.22,0.56,0.56,11.11,2.78,3.89,13.89,1.67,4.44,7.22,0,1.11,0,0,0,0,0,0,0,0,0,0,8.89,5.56,2.22,0,0,0,0,0,0,1.11,0,0
1b,607,control,"I really want to go home but know it would ultimately make me sad. My ex is home and want to see him but know it would bring up a lot of memories. I miss my dogs, parents, and brother also.",41,16.48,16.46,56.3,1,13.67,9.76,97.56,56.1,19.51,14.63,12.2,0,0,2.44,0,4.88,2.44,9.76,7.32,7.32,12.2,0,29.27,2.44,0,0,0,2.44,4.88,0,4.88,0,0,4.88,9.76,4.88,0,0,4.88,29.27,7.32,2.44,9.76,2.44,0,7.32,2.44,2.44,0,0,0,0,0,0,0,7.32,4.88,0,2.44,0,0,0,24.39,0,7.32,4.88,2.44,0,0,0,4.88,0,0,0,2.44,0,0,0,0,0,12.2,7.32,4.88,0,0,0,0,0,0,0,0,0
1b,611,control,My mom and I got into a massive fight about my swimming. I was good but I did not like the sport and I wanted to quit. My mom wanted me to stay in it. The Conversation spiraled from that to a fight about how committed I was. I told her that I would find a new sport if it was about me doing something and that I simply did not like the hours of work it required and how I couldn't talk during it. Swimming took so much time I couldn't hangout with friends which is difficult for a 7th grader. I did not end up quitting until a couple of years later. I'm glad I didn't quit but I doubt it would have affected my work ethic calling it at that point. I couldn't understand my mom's point of view at the time but I get it now.,148,19.71,6.87,91.02,25.77,16.44,14.86,96.62,62.16,25,16.22,15.54,0,0,0.68,0,8.78,6.08,12.84,9.46,5.41,8.11,3.38,17.57,3.38,0.68,2.03,0,1.35,5.41,2.7,2.7,0.68,1.35,0,8.11,2.03,0.68,2.7,0,14.19,1.35,2.03,5.41,2.03,0.68,4.05,0.68,0.68,0,0,0,0,0,0,0,10.81,2.03,3.38,1.35,2.7,1.35,7.43,7.43,0,14.19,2.03,6.08,6.76,2.7,3.38,0,0,0,0,0,0,0,0,0,0,10.14,6.08,0,0,0,0,0,0,0,4.05,0,0
1b,622,control,"I like to hang out with my friends on the weekend. On Friday or Saturday we usually go over to someone's house to hang out. We all tend to enjoy playing video games, which is what we usually end up doing by the later hours in the night. and one of our favorites is a party game called melee. There is good amount of skill disparity between us so a lot of the times I lose. After losing for a couple hours my mental kind of goes down the drain. I get a little irritable and tend to stop wanting to play, and he is confused as to why. So there was a little bit of conflict surrounding that. It wasn't like crazy heated or anything though. It also has only really happened once.",133,79.38,67.4,87.22,39.19,13.3,13.53,95.49,58.65,13.53,8.27,3.76,3.76,0,0.75,0,5.26,7.52,19.55,6.02,8.27,7.52,0.75,16.54,3.76,3.01,2.26,1.5,3.76,8.27,4.51,3.76,1.5,0,1.5,9.02,0,0.75,0,0.75,11.28,0,0.75,0.75,6.77,0.75,3.76,0.75,0.75,0,0,0,0,0,0,0,13.53,6.77,2.26,2.26,1.5,2.26,3.01,10.53,0,21.8,3.01,8.27,10.53,0.75,5.26,0.75,0,0,0,0,0,0,0,0,0,10.53,7.52,1.5,0,0,0,0,0,0,1.5,0,0
1b,636,control,"I previous lived with 2 of my friends, with the rest of our friends living in the building next door. One day I come home to all of them hanging out, at which point they tell me that they will be living without me the following year. I react badly, and ask if i can help look for a pplace with more bedrooms, or ask if there is a chance they would reconsider. they say no, because they had already signed the lease. They also mentioned that because my parents made more money then theirs, i can afford my own place so I shouldn't be upset. This led to tension in our apartment, and the disagreement stemmed from they way they told me as well as the way that they continued to treat me after that point, essentially pushing me out of the friend group with no actually discussion or confrontation.",151,42.41,62.97,82,5.02,25.17,16.56,95.36,60.26,21.85,17.88,9.27,1.32,0,0,7.28,3.97,5.96,14.57,5.96,4.64,8.61,2.65,13.25,4.64,3.31,0.66,1.32,2.65,4.64,1.32,3.31,1.32,0.66,0,17.88,0.66,1.99,0,0,10.6,0.66,3.31,2.65,3.31,0.66,3.97,1.32,0.66,0.66,0,1.99,0,1.99,0,0,5.3,5.3,0,0.66,0,0,4.64,7.28,1.32,15.23,2.65,7.28,5.3,0,0.66,3.31,1.32,0,0,1.32,0,0.66,0,0.66,0,9.93,3.97,5.3,0,0,0,0,0,0,0.66,0,0
1b,645,control,"My sister Jessica has a dog named Whiskey. Her ex girlfriend gave her the dog because she couldn't keep it. My sister already didn't have enough time, money, or energy for a dog, but agreed and took the dog in. She hired me to walk and take care of the dog around lunch time during the summer because her job didn't give her a long enough lunch break to go home and let the dog out. Throughout June, July, August, and September she paid me five dollars a day to walk him. This was a huge time commitment even though walking her dog took fifteen minutes. I had to commute to her apartment every day. I was busy with my job and mr friends and often got frustrated because soemtimes she would stay home from work and not tell me. I would show up to her house and she would be there and that wasted my time. Once the summer was over I could no longer watch her dog because I had to leave for college. I told her she should get rid of the dog and give it to a proper home. She disagreed with me. She didn't want to give the dog away and her ex won't take it back, so she kept the dog. Now the dog is stuck inside all day while my sister works her 8-6 job. He often has accidents and is lonely and she still refuses to find a good home for him.",251,38.19,65.5,11.98,32.61,16.73,9.96,91.24,56.57,17.53,15.54,5.98,0,0,9.56,0,1.99,6.77,10.76,8.76,4.38,8.76,2.79,19.92,0.8,0.4,0,1.99,0.8,2.79,1.59,1.2,0,0.4,0.4,15.54,1.2,0.8,9.56,1.59,9.56,0.4,1.59,2.79,1.2,1.2,2.79,0.8,0.8,0,0,1.2,0,0,0,1.2,7.97,1.99,0.8,2.39,2.79,0,7.57,10.36,0.4,17.13,2.79,5.18,9.56,3.59,0.4,2.39,1.2,0,0,0.8,0,0,0,0,0,11.16,5.98,2.79,0,0,0,0,0.4,0,1.99,0,0
1b,647,control,"I have a twin brother, and we argued a lot growing up. However, in high school we argued more and more about silly things that didn't really matter. The one situation I'll be talking about is the time we had to figure out what to do with our cars. Over the summer, my older brother needed a car to get around LA, and he had to take either my car or my twin brother's car. I needed my car for the summer, because I had a summer job that I went to everyday. My twin simply said he needed his car for going places with his friends. I was very clear that I wanted my cart for the summer, but he didn't want to give up his and drive mine. This caused a huge argument between us that our parents had to decide for us. I kept my car.",149,43.41,65.65,83.51,9.34,16.56,8.72,94.63,61.07,24.83,19.46,10.74,4.7,0,4.03,0,5.37,6.71,14.77,8.05,4.7,5.37,1.34,18.12,4.7,2.68,0.67,0.67,2.68,2.68,0.67,2.01,0,2.01,0,16.11,2.68,0.67,0,6.04,12.75,1.34,1.34,3.36,1.34,1.34,4.7,1.34,0.67,0.67,0,0,0,0,0,0,12.75,8.05,0,3.36,1.34,0,9.4,6.04,1.34,17.45,6.71,6.04,4.7,1.34,0,0,0,0,0,0,0,0,0,0,0,12.75,6.04,4.03,0,0,0,0,0,0,2.68,0,0
